date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:54	77736/77736	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:27:11%20GMT	https://www.w3schools.com/cs/cs_exercises.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_exercises.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:40:56	81011/81011	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2007:40:55%20GMT	https://www.w3schools.com/cs/cs_quiz.asp	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_quiz.a.delayed	(from https://www.w3schools.com/cs/cs_intro.php)
09:40:57	77712/77712	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:11:21%20GMT	https://www.w3schools.com/cs/cs_quiz.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_quiz.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:40:58	74438/74438	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:08:12%20GMT	https://www.w3schools.com/cs/cs_getstarted.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_getstarted.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:40:59	76065/76065	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:24:51%20GMT	https://www.w3schools.com/cs/cs_syntax.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_syntax.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:00	73431/73431	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:04:17%20GMT	https://www.w3schools.com/cs/cs_comments.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_comments.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:01	79725/79725	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:09:41%20GMT	https://www.w3schools.com/cs/cs_variables.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_variables.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:02	79585/79585	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:35:20%20GMT	https://www.w3schools.com/cs/cs_data_types.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_data_types.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:04	73773/73773	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2003:57:02%20GMT	https://www.w3schools.com/cs/cs_type_casting.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_type_casting.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:05	74234/74234	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:08:16%20GMT	https://www.w3schools.com/cs/cs_user_input.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_user_input.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:06	81044/81044	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2003:48:30%20GMT	https://www.w3schools.com/cs/cs_operators.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_operators.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:07	73441/73441	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2006:57:55%20GMT	https://www.w3schools.com/cs/cs_math.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_math.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:08	83168/83168	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:32:31%20GMT	https://www.w3schools.com/cs/cs_strings.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_strings.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:10	74645/74645	---M--	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:41:10%20GMT	https://www.w3schools.com/cs/cs_booleans.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_booleans.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:11	78765/78765	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:09:46%20GMT	https://www.w3schools.com/cs/cs_conditions.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_conditions.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:12	75148/75148	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:09:54%20GMT	https://www.w3schools.com/cs/cs_switch.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_switch.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:13	73755/73755	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2003:50:34%20GMT	https://www.w3schools.com/cs/cs_while_loop.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_while_loop.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:14	74488/74488	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:17:17%20GMT	https://www.w3schools.com/cs/cs_for_loop.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_for_loop.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:15	73035/73035	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2003:49:33%20GMT	https://www.w3schools.com/cs/cs_break.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_break.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:17	80244/80244	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2006:54:19%20GMT	https://www.w3schools.com/cs/cs_arrays.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_arrays.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:18	74530/74530	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2003:55:49%20GMT	https://www.w3schools.com/cs/cs_methods.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_methods.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:19	77444/77444	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:09:54%20GMT	https://www.w3schools.com/cs/cs_method_parameters.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_method_parameters.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:20	72652/72652	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:03:36%20GMT	https://www.w3schools.com/cs/cs_method_overloading.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_method_overloading.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:22	72740/72740	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:23:52%20GMT	https://www.w3schools.com/cs/cs_oop.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_oop.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:23	75125/75125	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:06:12%20GMT	https://www.w3schools.com/cs/cs_classes.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_classes.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:25	77398/77398	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:02:37%20GMT	https://www.w3schools.com/cs/cs_class_members.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_class_members.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:26	76431/76431	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:02:26%20GMT	https://www.w3schools.com/cs/cs_constructors.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_constructors.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:29	75306/75306	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:18:25%20GMT	https://www.w3schools.com/cs/cs_access_modifiers.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_access_modifiers.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:30	75281/75281	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:07:10%20GMT	https://www.w3schools.com/cs/cs_properties.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_properties.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:31	73330/73330	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:01:47%20GMT	https://www.w3schools.com/cs/cs_inheritance.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_inheritance.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:34	76206/76206	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:12:12%20GMT	https://www.w3schools.com/cs/cs_polymorphism.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_polymorphism.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:35	73800/73800	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:27:37%20GMT	https://www.w3schools.com/cs/cs_abstract.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_abstract.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:37	75151/75151	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:07:38%20GMT	https://www.w3schools.com/cs/cs_interface.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_interface.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:38	75319/75319	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:19:07%20GMT	https://www.w3schools.com/cs/cs_enums.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_enums.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:40	76752/76752	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:31:34%20GMT	https://www.w3schools.com/cs/cs_files.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_files.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:41	76772/76772	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:10:14%20GMT	https://www.w3schools.com/cs/cs_exceptions.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_exceptions.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:42	70905/70905	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2004:57:27%20GMT	https://www.w3schools.com/cs/cs_howto_add_two_numbers.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_howto_add_two_numbers.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:43	87594/87594	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:34:15%20GMT	https://www.w3schools.com/cs/cs_examples.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_examples.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:44	75672/75672	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2007:32:18%20GMT	https://www.w3schools.com/cs/cs_compiler.php	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/cs_compiler.html	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:45	60930/60930	---M--	200	added ('OK')	application/javascript	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/w3schools_footer.js?update=20210824	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/w3schools_footer3876.js	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:47	8826/8826	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2007:41:47%20GMT	https://www.w3schools.com/cs/POST	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/cs/POST.31.delayed	(from https://www.w3schools.com/cs/cs_intro.php)
09:41:48	15802/15802	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:49	15802/15802	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:50	13764/13764	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:51	17580/17580	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:52	31868/31868	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:53	57641/57641	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:54	13824/13824	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:55	13824/13824	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500d41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:56	12488/12488	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:57	15364/15364	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:41:59	22208/22208	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:00	71227/71227	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.svg	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:01	18697/18697	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:02	18697/18697	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700d41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:03	15764/15764	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:05	19896/19896	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:06	40076/40076	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:07	58483/58483	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.svg	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:08	18965/18965	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:09	18965/18965	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600d41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:10	15948/15948	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:12	20096/20096	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:13	40028/40028	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:14	58839/58839	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.svg	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:15	45287/45287	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:16	45287/45287	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:17	39652/39652	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:18	45768/45768	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:19	83348/83348	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:22	285638/285638	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:23	23190/23190	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:24	23190/23190	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot?	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:25	19844/19844	---M--	200	added ('OK')	application/font-woff2	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff2	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:26	24340/24340	---M--	200	added ('OK')	font/x-woff	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:27	48340/48340	---M--	200	added ('OK')	application/octet-stream	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.ttf	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools30.css)
09:42:29	53727/53727	---M--	200	added ('OK')	image/svg+xml	etag:%2207fa8cf46e8d71:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.svg	C:/My%20Web%20Sites/CSHARP/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools30.css)
